"time","sales_profitmargin","store","type","store_age","period","device","insurance","accessory","undeclared","region_name","store_label"
1,2.46996402740479,2,"accessory",4,"After",0,0,1,0,"Shopping Mall","Store 2"
1,30.3605136871338,2,"accessory",4,"After",0,0,1,0,"Shopping Mall","Store 2"
0,2.56046962738037,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
0,23.7528171539307,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
1,20.7084999084473,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
1,8.65965366363525,2,".",4,"After",0,0,0,1,"Shopping Mall","Store 2"
1,28.1993789672852,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
1,20.6078109741211,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
1,9.79938316345215,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
1,-7.03259897232056,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
0,17.0950469970703,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
0,29.8021793365479,2,".",4,"Before",0,0,0,1,"Shopping Mall","Store 2"
1,-0.307080745697021,2,".",4,"After",0,0,0,1,"Shopping Mall","Store 2"
0,37.8662796020508,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
0,19.7833385467529,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
0,3.85730838775635,2,".",4,"Before",0,0,0,1,"Shopping Mall","Store 2"
0,1.26001596450806,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
0,27.4729595184326,2,"accessory",4,"Before",0,0,1,0,"Shopping Mall","Store 2"
1,-3.64522790908813,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
0,18.0530185699463,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
1,20.9758930206299,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
0,14.9640226364136,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
1,36.1278953552246,2,"accessory",4,"After",0,0,1,0,"Shopping Mall","Store 2"
1,6.07876110076904,2,".",4,"After",0,0,0,1,"Shopping Mall","Store 2"
0,7.12998962402344,2,".",4,"Before",0,0,0,1,"Shopping Mall","Store 2"
0,2.23435163497925,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
0,18.1337890625,2,".",4,"Before",0,0,0,1,"Shopping Mall","Store 2"
0,29.9500961303711,2,"insurance + device",4,"Before",0,1,0,0,"Shopping Mall","Store 2"
0,19.5596675872803,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
0,16.0387363433838,2,".",4,"Before",0,0,0,1,"Shopping Mall","Store 2"
1,18.1363906860352,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
0,-18.1863746643066,2,".",4,"Before",0,0,0,1,"Shopping Mall","Store 2"
0,18.1641216278076,2,".",4,"Before",0,0,0,1,"Shopping Mall","Store 2"
0,30.5301170349121,2,"insurance + device",4,"Before",0,1,0,0,"Shopping Mall","Store 2"
0,12.5594081878662,2,".",4,"Before",0,0,0,1,"Shopping Mall","Store 2"
0,12.523775100708,2,".",4,"Before",0,0,0,1,"Shopping Mall","Store 2"
0,-3.53048515319824,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
1,25.0437545776367,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
1,22.6495685577393,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
0,32.2085380554199,2,"insurance + device",4,"Before",0,1,0,0,"Shopping Mall","Store 2"
1,11.8165054321289,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
0,14.4386138916016,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
1,26.6234226226807,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
1,10.4776802062988,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
0,9.06974315643311,2,".",4,"Before",0,0,0,1,"Shopping Mall","Store 2"
1,28.9323501586914,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
1,46.4976539611816,2,"accessory",4,"After",0,0,1,0,"Shopping Mall","Store 2"
0,15.902850151062,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
1,1.06927871704102,2,".",4,"After",0,0,0,1,"Shopping Mall","Store 2"
1,12.9664726257324,2,".",4,"After",0,0,0,1,"Shopping Mall","Store 2"
1,11.7632188796997,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
1,22.6969528198242,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
1,-3.9879355430603,2,".",4,"After",0,0,0,1,"Shopping Mall","Store 2"
0,12.7632474899292,2,"insurance + device",4,"Before",0,1,0,0,"Shopping Mall","Store 2"
1,-0.584309577941895,2,".",4,"After",0,0,0,1,"Shopping Mall","Store 2"
1,16.1630344390869,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
1,-6.52019548416138,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
1,19.0563850402832,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
0,11.9301338195801,2,".",4,"Before",0,0,0,1,"Shopping Mall","Store 2"
1,15.6116046905518,2,".",4,"After",0,0,0,1,"Shopping Mall","Store 2"
1,23.3506336212158,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
1,9.06486511230469,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
1,20.2631893157959,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
0,4.15597200393677,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
0,11.5113687515259,2,".",4,"Before",0,0,0,1,"Shopping Mall","Store 2"
1,13.8616027832031,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
1,1.63191890716553,2,".",4,"After",0,0,0,1,"Shopping Mall","Store 2"
1,14.6029672622681,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
1,5.55033397674561,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
1,9.75443840026855,2,".",4,"After",0,0,0,1,"Shopping Mall","Store 2"
1,16.4784698486328,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
0,27.1809635162354,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
1,10.2586069107056,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
1,26.3980407714844,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
0,8.61452865600586,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
1,30.9877300262451,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
1,-5.01674652099609,2,".",4,"After",0,0,0,1,"Shopping Mall","Store 2"
1,20.0046882629395,2,"electronic device",4,"After",1,0,0,0,"Shopping Mall","Store 2"
1,34.8672790527344,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
0,20.8246669769287,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
0,22.6647071838379,2,"electronic device",4,"Before",1,0,0,0,"Shopping Mall","Store 2"
1,11.1188831329346,2,".",4,"After",0,0,0,1,"Shopping Mall","Store 2"
1,-19.1943454742432,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
1,22.2356224060059,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
1,23.7357006072998,2,"accessory",4,"After",0,0,1,0,"Shopping Mall","Store 2"
1,16.3274612426758,2,"insurance + device",4,"After",0,1,0,0,"Shopping Mall","Store 2"
0,-0.973877906799316,2,".",4,"Before",0,0,0,1,"Shopping Mall","Store 2"
1,-14.6822061538696,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
1,40.8247718811035,3,"accessory",3,"After",0,0,1,0,"Shopping Mall","Store 3"
0,29.6398468017578,3,"insurance + device",3,"Before",0,1,0,0,"Shopping Mall","Store 3"
1,24.0810222625732,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
1,34.230339050293,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
0,5.65390205383301,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
1,24.0250701904297,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
0,22.6494026184082,3,"electronic device",3,"Before",1,0,0,0,"Shopping Mall","Store 3"
1,20.3131332397461,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
1,20.6085624694824,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
0,10.1136426925659,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
1,32.1046676635742,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
0,1.47931480407715,3,"insurance + device",3,"Before",0,1,0,0,"Shopping Mall","Store 3"
1,22.091495513916,3,".",3,"After",0,0,0,1,"Shopping Mall","Store 3"
1,3.38089799880981,3,".",3,"After",0,0,0,1,"Shopping Mall","Store 3"
0,4.30735445022583,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
0,12.9491529464722,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
1,41.341121673584,3,"accessory",3,"After",0,0,1,0,"Shopping Mall","Store 3"
0,23.0776023864746,3,"insurance + device",3,"Before",0,1,0,0,"Shopping Mall","Store 3"
0,-16.0725345611572,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
0,9.51436996459961,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
0,-6.904541015625,3,"electronic device",3,"Before",1,0,0,0,"Shopping Mall","Store 3"
1,24.3642711639404,3,"accessory",3,"After",0,0,1,0,"Shopping Mall","Store 3"
1,28.6784400939941,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
0,16.6481895446777,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
1,25.2795124053955,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
1,10.9257574081421,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
1,25.5974884033203,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
0,7.40318584442139,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
0,-14.1127882003784,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
1,29.2613220214844,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
1,19.6705131530762,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
0,7.10411024093628,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
1,38.9061622619629,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
1,12.7133550643921,3,".",3,"After",0,0,0,1,"Shopping Mall","Store 3"
0,9.25396347045898,3,"electronic device",3,"Before",1,0,0,0,"Shopping Mall","Store 3"
0,6.49646854400635,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
1,23.4570217132568,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
1,41.6435470581055,3,".",3,"After",0,0,0,1,"Shopping Mall","Store 3"
1,13.738302230835,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
1,37.419921875,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
1,30.3455619812012,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
1,16.4864654541016,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
1,15.9407901763916,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
0,6.20913505554199,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
0,-3.98423910140991,3,"accessory",3,"Before",0,0,1,0,"Shopping Mall","Store 3"
0,15.3741655349731,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
1,11.3084030151367,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
1,21.3139896392822,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
0,22.5630226135254,3,"electronic device",3,"Before",1,0,0,0,"Shopping Mall","Store 3"
1,17.996997833252,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
0,9.74004745483398,3,"electronic device",3,"Before",1,0,0,0,"Shopping Mall","Store 3"
1,22.1942310333252,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
1,18.5111522674561,3,".",3,"After",0,0,0,1,"Shopping Mall","Store 3"
1,13.4339685440063,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
1,12.7342529296875,3,"accessory",3,"After",0,0,1,0,"Shopping Mall","Store 3"
1,25.0009632110596,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
1,12.9829244613647,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
0,19.9066867828369,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
1,31.1110191345215,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
0,7.4709849357605,3,"insurance + device",3,"Before",0,1,0,0,"Shopping Mall","Store 3"
1,23.4982891082764,3,"accessory",3,"After",0,0,1,0,"Shopping Mall","Store 3"
1,10.0910091400146,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
